逻辑号	车厢号	故障类型	故障代码	故障等级	故障名称	故障报告	V>0	V=0	故障已读后发送位
1576	300101	ETCS	3001	0	车辆执行故障	单元、线路执行故障或ETCS_L1数据传输故障。\n原因：\n-可能启用常用制动。\n-可能启用列车旅行模式。	无需采取措施。	如果启动了常用制动：\n-无需采取措施。\n如果启动了列车旅行模式：\n-确认列车旅行级别（0，1，2）-可能选择NL、SH或列车结构数据输入（仅针对级别 1/2）。	5977
1577	300101	ETCS	300C	0	系列模块故障	ETCS无法运行。\n可能启动紧急制动。	无需采取措施。	启动冗余列车单元（ETCS）。\n如果冗余列车单元仍然无效：\n- 启动旁路开关。	5978
1578	300101	PIS	401A	0	PIS GPS故障	PIS 的GPS系统故障。\n无诊断数据传输至维护控制中心。	"如果需要，通知控制中心.\n-如果需要,手动启动诊断远程数据传输。"	如果需要，通知控制中心.-如果需要手动启动诊断远程数据传输。	5979
1579	300101	OCS	128C	0	动车自动保护系统不工作	动车自动保护系统不工作。\n无诊断数据传输至维护控制中心。	"如果需要，通知控制中心.\n-如果需要,手动启动诊断远程数据传输。"	如果需要，通知控制中心.-如果需要手动启动诊断远程数据传输。	5980
1580	TR1	TA显示	2451	0	RDT数据发送失败	RDT数据发送失败。\n无诊断数据传输至维护控制中心。	"如果需要，通知控制中心.\n-如果需要,手动启动诊断远程数据传输。"	如果需要，通知控制中心.-如果需要手动启动诊断远程数据传输。	5981
1581	1	牵引	636B	0	因施加制动行车触发最大常用制动	当在制动时启动牵引，列车在20S内没有达到速度>10km/h,引起制动施加。会引起常用制动和牵引封锁。	暂时将牵引手柄置于“0位”，然后再次移动手柄离开“0”位置。若列车不能移动，则缓解制动并正常启动列车。如果存在滑动风险，则制动施加，并再次启动列车。	暂时将牵引手柄置于“0”位，然后再次移动牵引手柄离开“0”位。	5977
1582	7	牵引	6CA0	0	VCB被切断：网侧过电流	触发接触网网侧电流硬件监控。\n主断路器断开\n触发3次后主变压器锁闭	- 仅允许闭合一次主断路器。\n- 如果故障频繁发生或无法恢复：\n- 在TD-HMI开关牵引界面上，切除故障单元的受电弓和主断路器。\n动车组使用同列相邻牵引单元的受电弓主断路器运行。\n-升弓。\n-闭合主断路器。	- 仅允许闭合一次主断路器。\n- 如果故障频繁发生或无法恢复：\n- 在TD-HMI开关牵引界面上，切除故障单元的受电弓和主断路器。\n动车组使用同列相邻牵引单元的受电弓主断路器运行。\n-升弓。\n-闭合主断路器。	5983
1583	7	牵引	63CE	0	车顶电缆分离器无法关闭	因受损或被阻断，车顶电缆分离器无法关闭。真空断路器断开，并降弓。	"- 断开TD-HMI“转换：牵引”页面上的牵引单元真空断路器。\n- 升弓。\n- 接通真空断路器。\n- 把动车组的牵引力降低50%继续前进。\n- 通知控制中心。\n$SK [ , Traktion, , HS_sperren, , ]"	"- 切除TD-HMI“转换：牵引”页面上的牵引单元的真空断路器。\n- 升弓。\n- 接通真空断路器。\n- 把动车组的牵引力降低50%继续前进。\n- 通知控制中心。\n$SK [ , Traktion, , HS_sperren, , ]"	5984
1584	7	牵引	631F	0	高压单元故障	TU变压器无法重新启动。\n受电弓，真空断路器和车顶电缆分离器被自动断开。\nTU牵引箱被自动解编。	- 升弓\n- 接通真空断路器。\n- 把动车组的牵引力降低50%继续前进。\n- 通知控制中心。	- 升弓\n- 接通真空断路器。\n- 把动车组的牵引力降低50%继续前进。\n- 通知控制中心。	5985
1585	7	牵引	XXX	0	主断路器锁闭	主断路器锁闭，无法闭合	"- 维持运行\n- 在TD-HMI上的“开关；牵引”页面切除牵引单元的受电弓。\n- 通过另一动车组TU的受电弓/真空断路器运行动车组。\n- 升弓。\n- 接通真空断路器。\n通知控制中心\n$SK [ , Traktion, , HS_sperren, , ]"	"- 维持运行\n- 在TD-HMI上的“开关；牵引”页面切除牵引单元的受电弓。\n- 通过另一动车组TU的受电弓/真空断路器运行动车组。\n- 升弓。\n- 接通真空断路器。\n通知控制中心\n终到站采用三键复位故障进行复位操作\n$SK [ , Traktion, , HS_sperren, , ]"	5986
1586	7	牵引	63E2	0	线电压故障	因线电压故障，真空断路器断开。	线电压在大于19.0 kV 并小于29.0 KV容许范围内时，再次接通真空断路器。	线电压在大于19.0 kV 并小于29.0 KV容许范围内时，再次接通真空断路器。	5987
1587	3	牵引	267B	0	牵引单元故障	牵引电机轴承: 达到过热限制1	- 最大限制速度为200km/h。\n- 通知控制中心。\n- 动车组以减少25%的牵引功率运行至目的站。	- 最大限制速度为200km/h。\n- 通知控制中心。\n- 动车组以减少25%的牵引功率运行至目的站。	5988
1588	6	牵引	2684	0	牵引系统故障	齿轮轴承: 达到过热限制2	-最大限制速度为140km/h\n-通知控制中心\n-动车组以减少50%的牵引功率运行至目的站	-最大限制速度为140km/h。\n-通知控制中心。\n动车组以减少50%的牵引功率运行至目的站。	5989
1589	6	牵引	25EF	0	牵引系统故障	牵引系统永久失效 暂时被断开。	-闭合主断路器。\n-牵引系统永久失效。\n-动车组减少25%的牵引力，可以继续运行。\n注：\n故障只能通过维修复位。	-闭合主断路器。\n-牵引系统永久失效。\n-动车组减少25%的牵引力，可以继续运行。\n注：\n故障只能通过维修复位。	5990
1590	1	制动	1738	0	列车已经移动而停放制动未缓解	列车非静止时，\n停放制动处于施加状态。	紧急制动将被触发直至停车。	缓解停放制动。	5991
1591	2	转向架	6B1A	0	横向加速度第一次报警	至少一个转向架的横向加速度监控报警被触发。\n最大常用制动将被施加\n注意HMI状态栏显示的限速值。	-按照状态栏显示的限速值，继续运行\n-当V<Vmax时，将制动手柄置于“OC”位缓解最大常用制动。	-按照状态栏显示的限速值，继续运行。	5992
1592	2	转向架	6B1E	0	横向加速度报警？1阶段	至少一个转向架的横向加速度\n多次报警。\n最大常用制动将被施加。	-按照状态栏显示的限速值，继续运行\n通知调度中心。\n-如有必要，使用最大常用制动使列车停止。	-通知调度中心。\n-采取个人安全防护措施。\n-如有必要，封锁邻线。\n-目视检查两个转向架。\n如果转向架损坏：\n-根据损坏情况采取措施。\n如果转向架未损坏：\n-将制动手柄置于“OC”位缓解最大常用制动。-按照状态栏显示的限速值，继续运行。	5993
1593	2	转向架	6B22	0	横向加速度报警？2阶段	至少一个转向架的横向加速度\n多次报警。\n最大常用制动将被施加。	-按照状态栏显示的限速值，继续运行\n通知调度中心。\n-如有必要，使用最大常用制动使列车停止。	-通知调度中心。\n-采取个人安全防护措施。\n-如有必要，封锁邻线。\n-目视检查两个转向架。\n如果转向架损坏：\n-根据损坏情况采取措施。\n如果转向架未损坏：\n-将制动手柄置于“OC”位缓解最大常用制动。-按照状态栏显示的限速值，继续运行。	5994
1594	2	转向架	68C9	0	因运行稳定监控起作用而触发强制制动。	因运行稳定监控起作用而触发强制制动。Vmax值被限定在状态栏所显示的时速限制	-在适当的位置停车。\n-如果有必要，通过制动手柄施加紧急制动\n停车或者在V<Vmax时将制动手柄置于“OC”位缓解强制制动。	如果有必要，将制动手柄置于“OC”位以取消强制制动。	5995
1595	1	制动	66DC	0	错误的紧急制动请求	错误的紧急制动请求，触发紧急制动	"$KRIT[TE党rend,E1]\n占用端头车\n如果强制制动仍然有效触发紧急制动：等待强制紧急制动使列车停止\n$KRIT[TE党rend,E1]\n非占用端头车\n如果强制制动仍然有效触发紧急制动：等待强制制动使列车停止。\n$KRIT[]\n如果触发紧急制动：列车将停止。"	"$KRIT[TE党rend,E1]\n占用端头车\n-将制动手柄置于“EB位”，几秒后再置于“OC”位\n-缓解紧急制动。将司机室右侧故障开关控制面板上的“紧急制动阀”和“紧急制动回路”故障开关置于“关”位。\n将司机室右侧故障开关控制面板上的“紧急制动阀”和“紧急制动回路”故障开关置于“开”位。如果紧急制动缓解：\n-不需要采取任何措施。\n如果紧急制动仍然施加：\n将司机室右侧故障开关控制面板上的“紧急制动阀”和“紧急制动回路”故障开关置于“关”位。\n将右侧故障开关控制面板上的ATP隔离开关置于“隔离位”，并将ATP进行换系。\n将制动手柄置紧急制动位，5S后再置于OC位，缓解正常后正常行车并报告列车调度员。"	5996
1596	1	牵引	28F7	0	由于测试真空断路器断开	牵引系统在测试模式，因此真空断路器断开。\n牵引系统被中断，真空断路器被断开。\n	闭合真空断路器。\n牵引系统自动启用。\n如果频繁发生故障或无法恢复：\n在“开关，牵引”页面上切除牵引变流器。\n大约30s后闭合真空断路器。\n动车组以减少25%的牵引功率运行。\n	闭合真空断路器。\n牵引系统自动启用。\n如果频繁发生故障或无法恢复:\n在“开关，牵引”页面上切除牵引变流器。\n大约30s后闭合真空断路器。\n动车组以减少25%的牵引功率运行。\n	5997
1597	1	牵引	6373	0	方向开关位置错误	方向开关位置错误。在静止状态将牵引封锁。	继续运行。	-将牵引手柄置于“0”位\n-将方向开关置于“0”位\n-重新将方向开关置于指定位置。\n	5998
1598	4	中央控制单元	651D	0	电池充电机无法激活充电	电池充电机无法充电。\n如果无法再次启动蓄电池充电，110V负载管理程序依次断开\n受影响单元的110V负载。\n	继续运行。\n尝试恢复蓄电池充电，这就需要：\n-降弓然后升弓。\n-接通闭合真空断路器主断路器。如果仍无法充电：\n-在适当位置停车。通知机械师在故障车辆电器柜MCB面板中断开MCB32-F51，10S后重新闭合。\n如果故障消失：\n继续运行。\n如果故障未消除：\n-通知调度中心。\n	-断开主断路器。\n-在HMI“开关”：空调页面关闭全部空调。\n-通知机械师在故障车辆电器柜MCB面板中断开MCB32-F51，10S后重新闭合。\n闭合主断路器。\n2分钟后，在HMI“开关”：空调页面逐一启动空调，如果不成功，\n-通知调度中心。\n	5999
1599	2	中央控制单元	6448	0	ACU1的3KV隔离开关故障	3KV隔离开关ACU1故障。\n-受影响TU的3KV段被锁闭（ACU1，ACU2和ACU3不能操作）。\n-VCB被关断。\n	-接通VCB。\n-动车组带3个ACU继续运行（HVAC功率可能受限制）。\n-不需要采取措施。\n	-接通VCB。\n-动车组带3个ACU继续运行（HVAC功率可能受限制）。\n-不需要采取措施。\n	6000
1600	2	制动	172F	0	停放制动PB故障	车辆的停放制动没有正确施加或缓解。	继续运行。	按下TD-HMI上的“停放制动”按键。\n通知机械师执行如下操作：-通过车辆控制面板，切除空气制动。\n-通知调度中心。\n-如果有必要封锁邻线。\n防止溜车。\n-关闭车下停放制动隔离阀<H29>。\n等两分钟。\n-手动缓解车上所有停放制动。\n-在TD-HMI的停放制动页面上确认停放制动的手动缓解\n通过车辆控制面板，恢复空气制动。\n检查空气制动是否正确施加或缓解。\n 	6001
1601	2	制动	174E	0	空气悬挂系统的压力过低	由于空气弹簧压力过低，乘客舒适性降低。空气弹簧的<L02>阀可能被关闭	继续运行。	不需要采取措施。	6002
